"chromosome","start","end","width","strand","gene_id","symbol","Log2FC","Pval","FDR"
"chr10",15104907,15112954,8048,"-","64461","Decr2",-0.335406342911022,0.454377169079306,0.754372899341167
"chr10",15114624,15118479,3856,"-","685679","Nme4",0.339556539717221,0.0057809371452664,0.115442945781637
"chr10",15138959,15148431,9473,"+","303004","Pgap6",-0.163925563386536,0.111742007640799,0.416112311914849
"chr10",15163685,15215615,51931,"+","79257","Axin1",-0.288877043634835,0.926949087698656,0.976752235907476
"chr10",15215824,15218899,3076,"-","287164","Pdia2",-0.652609729938616,0.014057005996103,0.168150596475555
"chr10",15219049,15221213,2165,"-","360500","Arhgdig",-0.158383385627036,0.00174382694621797,0.0672224228273118
"chr10",15222803,15231060,8258,"+","54291","Rgs11",-0.13402147359328,0.142413918169579,0.464578294364443
"chr10",15232267,15245362,13096,"-","360502","Fam234a",0.205802561251836,0.423738551251874,0.732541518290202
"chr10",15275232,15302007,26776,"+","360503","Luc7l",-0.0235889037163946,0.568034473334928,0.821158772304853
"chr10",15311637,15312481,845,"-","287167","Hba-a3",0.0197018108605099,0.367404781956769,0.691041710079955
"chr10",15323830,15324677,848,"-","360504","Hba-a2",-0.226126839593616,0.040054164962694,0.26205184427
"chr10",15337265,15338121,857,"-","25632","Hba-a1",0.0220423426322375,0.572509348667838,0.822954677794251
"chr10",15343821,15345301,1481,"-","287168","Hbz",-0.146415108821607,0.206991027788483,0.546209465621223
"chr10",15355381,15395810,40430,"+","360505","Nprl3",-0.380848756692778,0.0354879544786038,0.249416953745834
"chr10",15396246,15402473,6228,"-","24561","Mpg",-0.167252382067636,0.0553668513925476,0.303578435732043
"chr10",15406859,15419764,12906,"+","303008","Rhbdf1",0.0510520299199444,0.227157122098725,0.566327296955288
"chr10",15431706,15443163,11458,"+","24500","Il9r",-0.222408469720658,0.157757721463506,0.484299540344922
"chr10",15601594,15661441,59848,"-","497878","Nsg2",-0.0637604013640702,0.393428913736473,0.709859610651255
"chr10",15680525,15693945,13421,"-","360506","RGD1311343",-0.010948555050004,0.850342034098535,0.950597130951158
"chr10",15721195,15779112,57918,"-","303010","Cpeb4",-0.421670707062535,0.106318249558597,0.407802753531291
"chr10",15993454,15999794,6341,"+","287173","Bod1",-0.361826622442531,0.0846606583990285,0.36870749151534
"chr10",16251046,16260814,9769,"+","63878","Stc2",-0.165161801648405,0.835985081708283,0.944683083652805
"chr10",16344159,16346928,2770,"+","114109","Nkx2-5",-0.15457289802374,0.625602056450806,0.849585358123346
"chr10",16386876,16399124,12249,"-","140932","Bnip1",-0.866906319255738,0.0752904606161069,0.350558013821911
"chr10",16404596,16461999,57404,"-","303016","Crebrf",-0.0719234581134856,0.226515563309778,0.565785972988484
"chr10",16479656,16502732,23077,"-","94170","Atp6v0e1",-0.00719038978310142,0.688974451060831,0.880765945978571
"chr10",16680489,16683276,2788,"+","114856","Dusp1",0.0598534086513526,0.475756046929725,0.767169339204692
"chr10",16758097,16784943,26847,"-","303019","Neurl1b",-0.0313118082902361,0.509510760362999,0.787618717061136
"chr10",17107187,17112245,5059,"-","688481","Efcab9",0.0493809691908958,0.861799323023224,0.954159786530956
"chr10",17117880,17212065,94186,"+","29398","Stk10",-0.0459280548705285,0.78746848544985,0.924177763031237
"chr10",17232779,17330584,97806,"+","303024","Fbxw11",-0.0219593415396236,0.787265225763784,0.924177763031237
"chr10",17403456,17407091,3636,"-","360508","Smim23",0.026184773470604,0.343880256637424,0.671772354356573
"chr10",17707038,17736591,29554,"-","29369","Fgf18",0.450311856430705,0.743619657545624,0.904520249506091
"chr10",17741512,17751514,10003,"-","25498","Npm1",-0.19781950738594,0.99108599875831,0.997466174694341
"chr10",17800999,18102831,301833,"-","303029","Ranbp17",-0.024795178620825,0.421077781620337,0.730579309328375
"chr10",18144288,18165663,21376,"-","81658","Gabrp",-0.0944397933872304,0.867661364050935,0.956551153847674
"chr10",18219519,18588833,369315,"-","65023","Kcnip1",-0.0413473249277212,0.94446290445815,0.982906575054417
"chr10",18557904,18565799,7896,"+","29747","Kcnmb1",0.269072800127724,0.790642733820525,0.926010031544095
"chr10",18642658,18689561,46904,"+","155918","Lcp2",0.1631104799117,0.677124644129959,0.8754046871114
"chr10",18806292,18810231,3940,"-","287185","Foxi1",0.0878080080828515,0.961746876327616,0.989038105081174
"chr10",19269322,19294163,24842,"-","303037","Spdl1",-0.0953640928323616,0.807753678860281,0.93252124591411
"chr10",19571798,20156634,584837,"+","83467","Slit3",-0.134626164249588,0.811904252336333,0.934343614571584
"chr10",20068451,20068560,110,"+","100314057","Mir218-2",0.0829425358866594,0.13012288637188,0.445591667255787
"chr10",20229129,20252955,23827,"+","360511","Pank3",-0.560544331877823,0.215835381547606,0.554355803217794
"chr10",20244412,20244497,86,"+","100314021","Mir103a1",-0.605389141341596,0.0501420734593642,0.290117838724287
"chr10",20258656,20260299,1644,"-","363563","Fbll1",0.0884928509666217,0.651038380630311,0.863741629997012
"chr10",20270744,20295192,24449,"-","287191","Rars1",-0.1588456126245,0.197495415664086,0.536274346064957
"chr10",20481854,21617003,1135150,"-","117242","Tenm2",-0.338789258753861,0.443365551645157,0.747025328441067
"chr10",25106928,25120495,13568,"-","683630","Mat2b",0.00539520265611956,0.252265287245381,0.592424217333024
"chr10",25133769,25162943,29175,"-","25460","Hmmr",0.0129823251068382,0.970723489275134,0.992134519420511
"chr10",25163247,25168738,5492,"+","287199","Nudcd2",-0.368755097124973,0.00396579243966324,0.0976959028168005
"chr10",25176231,25182604,6374,"-","25405","Ccng1",-0.731602870791613,0.0637120592114066,0.32379690366345
"chr10",26376805,26463680,86876,"-","29709","Gabrg2",0.217669325969301,0.654840368911497,0.8653871499539
"chr10",26595697,26650611,54915,"-","29705","Gabra1",0.328057282293511,0.872149269446951,0.958412658395551
"chr10",26811222,26825397,14176,"-","29708","Gabra6",-0.0440993195827539,0.0904041684847343,0.378391464423693
"chr10",26938240,27150437,212198,"+","25451","Gabrb2",0.119281373864394,0.738098318546364,0.902431632693695
"chr10",27848516,27848610,95,"-","100314241","Mir146a",0.31874746804675,0.230578087057108,0.569419503532846
"chr10",27899171,27904854,5684,"-","64193","Pttg1",0.107523486814946,0.161361275113598,0.490269481469909
"chr10",27908396,27923349,14954,"+","303057","Slu7",-0.0469715721806262,0.107200155827663,0.409847451359847
"chr10",27941990,27958926,16937,"+","497886","C1qtnf2",-0.242772674313644,0.417731205815478,0.727343032128769
"chr10",27996301,28053426,57126,"+","303059","Ccnjl",-0.195678713764218,0.284607061667028,0.624170787804354
"chr10",28063603,28068276,4674,"-","25440","Fabp6",-0.154348615390502,0.505836610814125,0.785840429683348
"chr10",28155605,28194318,38714,"+","303060","Pwwp2a",-0.169979541281025,0.145422568880183,0.468625639172752
"chr10",28202325,28227431,25107,"-","287208","Ttc1",-0.0403183274347296,0.173043958928161,0.504446581185057
"chr10",28255025,28312919,57895,"-","24173","Adra1b",-0.0581545631333392,0.294247230362936,0.632493707573781
"chr10",28893010,28902387,9378,"+","64546","Il12b",-0.367163182339267,0.00527996951040336,0.112041853661038
"chr10",28945692,28960963,15272,"-","360514","Ublcp1",-0.119937878802554,0.0801273187821474,0.359172251312161
"chr10",29011548,29050785,39238,"+","287212","Rnf145",0.106928650817922,0.555470232297268,0.814983654760865
"chr10",29100555,29487692,387138,"+","116543","Ebf1",0.130433816060178,0.941075390252024,0.981724892600929
"chr10",30298704,30349283,50580,"+","360515","Clint1",0.0299453740936512,0.583814047226891,0.830407499918044
"chr10",30372977,30385908,12932,"-","501688","Lsm11",-0.508408597610787,0.00254586161301265,0.0828212480337717
"chr10",30389167,30396579,7413,"-","303067","Thg1l",-0.1417036378329,0.400892081161227,0.715173087709867
"chr10",30491412,30583113,91702,"+","303068","Adam19",0.322800307758686,0.495838729780649,0.779686169283539
"chr10",30583926,30600640,16715,"-","303070","Nipal4",-0.359615151648806,0.450861218640328,0.752270801622031
"chr10",30621318,30741113,119796,"-","303073","Cyfip2",0.129406006909753,0.739251400142316,0.902516289883323
"chr10",30753344,30814685,61342,"-","363577","Itk",0.132140660820691,0.685187769527897,0.878953809847564
"chr10",30829877,30833113,3237,"+","497888","Garin3",0.0250008899003235,0.704525126133726,0.886541432084418
"chr10",30853718,30857873,4156,"+","100911235","Med7",0.510726816606964,0.39300610647646,0.709491953416765
"chr10",30882606,30909137,26532,"+","363578","Havcr2",-0.0294508220044142,0.390288638328946,0.707527649806323
"chr10",30998049,31017756,19708,"-","689975","Dppa1",-0.012764211396469,0.12442415490286,0.437504333341636
"chr10",31060312,31094623,34312,"-","287222","Timd2",-0.310981719582243,0.0192790005551461,0.191751669226657
"chr10",31128531,31151701,23171,"+","286934","Havcr1",-0.160579856660834,0.123565615994556,0.436598509847431
"chr10",31354157,31753718,399562,"-","497892","Sgcd",-0.0831671956086446,0.0143931455216203,0.17009139263787
"chr10",33139936,33141734,1799,"+","100360106","LOC100360106",-0.171414054800444,0.489540161876183,0.775234928946963
"chr10",33169415,33174896,5482,"+","83427","Rack1",-0.102799570437804,0.659179977912497,0.867883203125981
"chr10",33175213,33186298,11086,"-","303088","Trim41",0.177625506683537,0.152711320387524,0.479615867002388
"chr10",33233513,33241451,7939,"-","303090","Irgm",-0.0387574604989278,0.673049707350769,0.873211885943107
"chr10",33297618,33305248,7631,"+","246208","Ifi47",-0.321471372123768,0.168103875709775,0.500082036800823
"chr10",33319844,33320791,948,"-","287232","Or2v2c",-0.249694404276508,0.0867682342669218,0.373224495417502
"chr10",33351954,33352895,942,"-","405398","Or2v2",-0.16562200504526,0.247403189202339,0.586726597213176
"chr10",33379863,33380810,948,"-","287236","Or2v2b",-0.424675841765229,0.000175558594868277,0.021865822990844
"chr10",33402994,33403941,948,"+","287237","Or2v1",-0.0329180263443758,0.312653811071879,0.646784257166965
"chr10",33565293,33582714,17422,"+","81519","Mgat1",0.0411020921225908,0.224123080624411,0.563036184533619
"chr10",33598788,33599723,936,"+","287241","Or2y1g",-0.616287828018533,0.0306098542890209,0.235544584835683
"chr10",33609511,33610446,936,"+","405066","Or2y1h",-0.305575171863716,0.0463972991449954,0.279069204841799
"chr10",33623859,33624794,936,"+","287240","Or2y1e",-0.433888719986084,0.00263124858693413,0.0844955462437761
"chr10",33676497,33677426,930,"+","405983","Or2y1d",-0.26406947341419,0.015949178869348,0.178044706750846
"chr10",33690479,33691414,936,"+","405984","Or2y16",-0.0761283551925413,0.0300371783105705,0.233015912199888
"chr10",33707291,33708226,936,"+","363585","Or2y15",0.160718905071924,0.111205254881793,0.415283965470088
"chr10",33717831,33718760,930,"+","405985","Or2y1c",0.242895407980473,0.792193382261105,0.926607011348874
"chr10",33737199,33738128,930,"+","405986","Or2y1i",-0.0832572079349835,0.885634770514264,0.963183317038364
"chr10",33757199,33758134,936,"+","405987","Or2y1",-0.00901752370639643,0.521290731712194,0.795162433127407
"chr10",33771268,33772200,933,"+","405988","Or2y14",0.0404813252026691,0.770307202869516,0.916056117391927
"chr10",33788832,33789767,936,"+","287245","Or2y13",-0.416571108793321,0.00162138598914059,0.0654446932700102
"chr10",33800720,33801655,936,"+","405990","Or2y12",-0.19538093865172,0.0535071483595047,0.299365042891506
"chr10",33816345,33817280,936,"+","405991","Olr1400",-0.137735296362084,0.576764154894211,0.825294318799471
"chr10",33844758,33845693,936,"+","287247","Or2y11",-0.360253031147755,7.48503522130898e-05,0.0159166535553616
"chr10",33913725,33954770,41046,"+","114110","Flt4",-0.704785357828156,1.40861068021132e-05,0.0064636695870644
"chr10",33968059,33969366,1308,"+","338418","Scgb3a1",-0.284355319530425,0.051556289029649,0.294344395396388
"chr10",33980825,34031025,50201,"-","287249","Cnot6",-0.423884829646012,0.000751077446691302,0.0450052832919458
"chr10",34115052,34161329,46278,"+","360518","Gfpt2",-0.309892075698467,0.117640025171068,0.426802105039055
"chr10",34169683,34210187,40505,"+","50658","Mapk9",-0.22603696689551,0.251120651311386,0.591089470426112
"chr10",34185579,34185674,96,"+","100314219","Mir336",-0.10399038154981,0.558816205727387,0.816536028070215
"chr10",34227483,34293675,66193,"+","360519","Rasgef1c",-0.487968084104519,0.355049038198424,0.67965069380793
"chr10",34343207,34433585,90379,"+","652955","Rnf130",-0.274605330098549,0.0354640128684338,0.24934939055723
"chr10",34393568,34393665,98,"+","100314220","Mir340-1",-0.567501039725332,0.0324614954369845,0.242515465267651
"chr10",34393568,34393665,98,"+","104797375","Mir340-2",-0.119545016300189,0.518897346283059,0.793406964848974
"chr10",34459953,34498427,38475,"+","360520","Tbc1d9b",-0.191341460255238,0.348633645103302,0.674344428549023
"chr10",34501420,34525474,24055,"+","497895","Mrnip",0.0411448984498324,0.867664414323905,0.956551153847674
"chr10",34525517,34536670,11154,"-","113894","Sqstm1",0.36008319493785,0.824725540245411,0.939745173178195
"chr10",34549433,34559229,9797,"+","303100","Mgat4b",0.345297345953716,0.96781245855561,0.990552219791375
"chr10",34560555,34562510,1956,"-","114097","Ltc4s",-0.43883104940268,0.744036579349366,0.904725650914567
"chr10",34588646,34623043,34398,"-","303101","Maml1",0.00943156397527422,0.59046364236885,0.834083643357839
"chr10",34623865,34656786,32922,"-","29144","Canx",0.296795463026545,0.692267934998979,0.882259609894547
"chr10",34695555,34702847,7293,"+","140931","Hnrnph1",-0.294943590565019,0.0897848616507773,0.377707554462004
"chr10",34705741,34750644,44904,"-","360521","Rufy1",-0.472840435456628,0.103963328880028,0.403653655239601
"chr10",34921049,35123821,202773,"+","287899","Adamts2",0.0288021742212701,0.473264705289731,0.766013833945643
"chr10",35133389,35144402,11014,"-","78972","Zfp354c",0.0931469775771755,0.5075178178657,0.786580318812712
"chr10",35148679,35158674,9996,"-","497896","Zfp879",0.136325501905075,0.289812520030868,0.628007604097431
"chr10",35167985,35182717,14733,"+","24419","Grm6",-0.0863301528036605,0.409475287365567,0.721359929863951
"chr10",35210188,35224660,14473,"-","497897","Zfp2",-0.458994501909132,0.0106275425250844,0.150148927535225
"chr10",35271975,35274434,2460,"-","266738","Prop1",-0.191036878476365,0.00365011958893519,0.0955417328044733
"chr10",35288281,35289228,948,"+","405065","Or1ad6",-0.406635417504359,0.00302179888181718,0.0896697383732225
"chr10",35299744,35300667,924,"+","405386","Or1ad1",0.0628365920694503,0.948238144137428,0.984437070792635
"chr10",35307662,35308573,912,"+","405064","Or1ad5",0.16816730620578,0.93843007092642,0.980649905234789
"chr10",35321418,35322341,924,"+","287262","Or1ad8",-0.126118668716305,0.435766713621623,0.74113688110642
"chr10",35339226,35340167,942,"+","405063","Or1x2b",0.144682709986999,0.224556687821561,0.563476034759613
"chr10",35352776,35353717,942,"+","287259","Or1x2",0.253793917241199,0.688863760365952,0.880760897728844
"chr10",35364667,35365608,942,"+","405062","Or1x2c",0.0727509882843501,0.842299892464684,0.947618402939203
"chr10",35376876,35377808,933,"+","405061","Or1x2d",0.0628441376957952,0.70335721405891,0.886197083773854
"chr10",35396769,35408022,11254,"+","24522","Zfp354a",-0.0486116090121683,0.0449254768123762,0.274961562804983
"chr10",35516926,35524509,7584,"-","497899","Msantd5",0.00180673843595172,0.927188231791628,0.976752235907476
"chr10",35523473,35541043,17571,"+","287269","Clk4",0.0466053654440893,0.0854744175001115,0.369884454202989
"chr10",35549342,35836317,286976,"+","353303","Col23a1",0.0508734977818292,0.955841313990073,0.986830886251595
"chr10",35839995,35857500,17506,"+","100169747","Phykpl",0.201845555585617,0.319916642879055,0.653145508501179
"chr10",35857042,35862935,5894,"-","83498","Hnrnpab",0.121424866451493,0.337921880456365,0.667531149639029
"chr10",35877035,35880409,3375,"+","287273","Nhp2",0.123657679400974,0.693345594805672,0.882486719718279
"chr10",35881250,35892193,10944,"-","497900","Rmnd5b",-0.209416037250076,0.235498621027873,0.574400539217097
"chr10",35899096,35901965,2870,"-","303112","N4bp3",-0.313868825155282,0.846716686636345,0.949479878908623
"chr10",35938225,35942474,4250,"-","100910318","Trappc2b",-0.135402223052041,0.311406999935979,0.645660387382125
"chr10",35949085,36024353,75269,"-","287275","Sec24a",-0.0201472484093499,0.0345530786755947,0.247129627918927
"chr10",36024443,36054067,29625,"+","287276","Sar1b",-0.150268150772407,0.143597064233758,0.466485632635885
"chr10",36078917,36120085,41169,"-","303113","Jade2",0.119733232496748,0.280035470868224,0.620010323218031
"chr10",36231134,36240569,9436,"+","287278","Cdkn2aipnl",0.112337361016371,0.989537705486452,0.997055324592767
"chr10",36248434,36263012,14579,"-","81816","Ube2b",0.507597687429914,0.793845586071241,0.927394176894294
"chr10",36266977,36291302,24326,"+","60396","Cdkl3",0.265723167264504,0.0502948245056306,0.2903374975858
"chr10",36358110,36377864,19755,"+","24672","Ppp2ca",-0.0579705420621555,0.000139193887371316,0.0191112111345955
"chr10",36401987,36416907,14921,"+","287280","Skp1",-0.333883555116778,0.0230445720220638,0.207662418434783
"chr10",36532306,36559642,27337,"+","83529","Vdac1",-0.811265443996626,0.00991968407800092,0.145719908397727
"chr10",36563958,36576590,12633,"+","303122","C10h5orf15",-0.151201064672361,0.0440210745087107,0.273358690296488
"chr10",36911420,37338586,427167,"+","303130","Fstl4",-0.31707367368738,9.61508905089579e-05,0.0168052866103675
"chr10",37408025,37449001,40977,"-","266759","Hspa4",-0.0231614503971648,0.131757489858907,0.448546534687576
"chr10",37470628,37481025,10398,"+","360524","Zcchc10",-0.181077538614145,0.222661178741552,0.561589753979125
"chr10",37498825,37579751,80927,"+","303132","Aff4",0.110665757891483,0.0311625438043719,0.237595660829398
"chr10",37577855,37581245,3391,"-","497901","Leap2",-0.566176193757292,0.000292837904099473,0.0276011596420676
"chr10",37585864,37589151,3288,"-","497902","Uqcrq",-0.0448464295803755,0.0899664148287257,0.378119956369812
"chr10",37595724,37599672,3949,"+","59304","Gdf9",0.0796810513790779,0.602762219493408,0.839045942994918
"chr10",37684639,37708341,23703,"+","303135","Septin8",-0.0197762321654464,0.0302517390494032,0.2339684332355
"chr10",37725970,37759191,33222,"+","84392","Kif3a",-0.0847055665021979,0.206815550730271,0.54614390989512
"chr10",37771203,37776750,5548,"-","287287","Il4",0.246859261089522,0.19539057014278,0.533681919107088
"chr10",37790130,37792687,2558,"-","116553","Il13",-0.554808949463662,0.0241713052167841,0.211760009367859
"chr10",37809353,37861303,51951,"-","64012","Rad50",-0.218324371394026,0.523396040710683,0.796189065556483
"chr10",37874342,37877213,2872,"+","24497","Il5",0.188707482707437,0.00958125800883938,0.143529549742382
"chr10",37917164,37924166,7003,"+","24508","Irf1",-0.154614300332109,0.0217150276724219,0.202293451675499
"chr10",38008305,38035296,26992,"-","29726","Slc22a5",0.128360778787207,0.269811130090996,0.610523835374603
"chr10",38133335,38179161,45827,"-","64037","Slc22a4",0.402531403161342,0.548295145945108,0.809947683822843
"chr10",38198689,38212914,14226,"-","24915","Pdlim4",-0.00939110384370668,0.405498634660806,0.718711088898198
"chr10",38243095,38271989,28895,"+","360526","P4ha2",-0.123022618858311,0.010777720583168,0.150350233539427
"chr10",38386945,38388926,1982,"-","116630","Csf2",-0.439945965930822,0.138521658677678,0.458417567349152
"chr10",38405716,38408066,2351,"-","24495","Il3",0.0137964668380794,0.399800076078971,0.714054483927995
"chr10",38451416,38498761,47346,"+","117243","Acsl6",-0.0782355711915151,0.127955787946361,0.442994403320722
"chr10",38567729,38650824,83096,"+","100362347","Fnip1",0.0938498746414938,0.411173466322569,0.722963772538735
"chr10",38655895,38822079,166185,"+","303141","Rapgef6",0.111561136744241,0.639123774355526,0.857327583155421
"chr10",38836549,38905056,68508,"-","691031","Cdc42se2",-0.124007297931424,0.913115244693515,0.971978840098578
"chr10",38964311,38983263,18953,"-","686506","Lyrm7",-0.133573008297518,0.59197385323304,0.834728131879712
"chr10",38989516,38993259,3744,"+","690660","Hint1",-0.124338166703217,0.735126859924758,0.901244959327006
"chr10",39028624,39036695,8072,"+","64317","Gpx3",0.233073476931777,0.118359456716879,0.428092480143583
"chr10",39037048,39084250,47203,"-","363599","Tnip1",-0.111111811388895,0.356518898522631,0.680449478893879
"chr10",39101395,39156424,55030,"-","79125","Anxa6",0.13411704489877,0.456609622461555,0.755909902723278
"chr10",39161200,39162718,1519,"-","29206","Ybx1-ps20",-0.364724441142767,0.131430668472481,0.447798033826946
"chr10",39173283,39199878,26596,"-","497906","Ccdc69",-0.0405949735647317,0.283595053790534,0.623115795482049
"chr10",39219221,39231756,12536,"+","282838","Gm2a",0.164836874714217,0.37145689297896,0.69441540054536
"chr10",39243594,39270567,26974,"-","303148","Slc36a3",-0.105822736646769,0.0257405615350302,0.217191193862587
"chr10",39278002,39306082,28081,"-","246235","Slc36a2",-0.177043197602774,0.3719911555433,0.694550784795859
"chr10",39324344,39354217,29874,"+","155205","Slc36a1",-0.193249952177411,0.00366205348012035,0.0955417328044733
"chr10",39364073,39456216,92144,"-","65048","Fat2",0.0769751495533131,0.712465288319988,0.889921257561782
"chr10",39516394,39538149,21756,"-","24791","Sparc",0.124963578356529,0.130276837711086,0.445725910106539
"chr10",39564855,39579892,15038,"-","84355","Atox1",-0.258213561681873,0.291475602246588,0.629610724845414
"chr10",39586864,39620267,33404,"+","171092","G3bp1",-0.0582005979583932,0.147725283862811,0.471812276293389
"chr10",39629459,39727162,97704,"-","25674","Glra1",-0.425288941727137,0.0434839275289574,0.2721569434036
"chr10",40166223,40182078,15856,"-","64042","Nmur2",0.310356398494233,0.0180695741000956,0.186432100363133
"chr10",41210713,41527283,316571,"+","50592","Gria1",-0.357596681258794,0.302879691311298,0.639137099206612
"chr10",41696788,41709278,12491,"+","287299","Mfap3",-0.0558973220245165,0.0873131691911506,0.374257554372196
"chr10",41822160,41964861,142702,"+","170501","Galnt10",-0.252490170755917,0.00248731634777935,0.0815250660831364
"chr10",42006647,42009213,2567,"-","59112","Hand1",-0.810817781816105,0.278097653046934,0.618227832881413
"chr10",42281779,42294740,12962,"+","363603","Cnot8",-0.376877461620247,0.0318917936391179,0.239992803290395
"chr10",42297508,42342892,45385,"-","691231","Gemin5",-0.0200586463997439,0.458689155781793,0.756862810221832
"chr10",42345446,42355779,10334,"+","287302","Mrpl22",-0.18468503343231,0.461810791147766,0.758727172980756
"chr10",42374590,42382404,7815,"+","303163","Igtp",-0.200921972379176,0.392329254972673,0.709225802420847
"chr10",42490637,42496032,5396,"+","303164","Zfp692",-0.0114794787065336,0.890789385856841,0.96546488023666
"chr10",42496560,42504791,8232,"-","303165","Zfp672",-0.650732199615445,0.40011020702723,0.714535198682284
"chr10",42512569,42526885,14317,"+","690898","Sh3bp5l",-0.459218513455317,0.834718438577162,0.944405288745764
"chr10",42561816,42572683,10868,"+","691259","Lypd8",-0.962374426270312,0.0628508231061088,0.322317941957153
"chr10",42595824,42600783,4960,"+","691277","LOC691277",-0.60900819343135,0.322456278772765,0.655347371305283
"chr10",42615555,42623922,8368,"+","24906","LOC24906",3.09148820034583,0.101238029207416,0.398935031703888
"chr10",42628272,42636402,8131,"-","691286","LOC691286",0.40740504899679,0.877959347723124,0.960824021911747
"chr10",42638227,42639174,948,"-","252887","Or2z2",-0.362555198406519,0.307544020438746,0.643388732380373
"chr10",42655750,42656703,954,"-","405060","Or2av10",-0.152857356315509,0.497300474391494,0.780346571125835
"chr10",42673890,42674897,1008,"-","405059","Or2av9",-0.241661598286647,0.221982247364156,0.560646646478678
"chr10",42690368,42691297,930,"-","287314","Or2t48e",0.288355433653749,0.154542696554996,0.481443059420969
"chr10",42758745,42759674,930,"-","405368","Or2t48b",-0.0160702140329126,0.165598226548087,0.497079751475122
"chr10",42786775,42787719,945,"-","287313","Or2t48",-0.147665521034252,0.47432308014331,0.766532331021324
"chr10",42842492,42843454,963,"-","405057","Or2t47e",-0.463626321849278,0.763611075409214,0.913187470268545
"chr10",42855972,42856916,945,"-","287310","Or2t48d",-0.805704752949034,0.0044684059738997,0.10359315309722
"chr10",42883114,42884076,963,"-","287309","Or2t47d",-0.528136241704701,0.000283262105546298,0.0272886261569657
"chr10",42907259,42908197,939,"-","405056","Or2t29",-0.125651056313573,0.0136998086422084,0.166973204493617
"chr10",42917545,42918492,948,"-","287316","Or2t47",-0.418398162322631,0.0399628108541991,0.26205184427
"chr10",42947353,42948300,948,"+","287318","Olr1428",-0.227392078419913,0.109637836740784,0.413173753890003
"chr10",42980679,42981626,948,"+","405054","Or2ab1",0.0630373720822434,0.226156177934359,0.565318055485232
"chr10",42990237,42995285,5049,"-","691352","LOC691352",-0.219658260382902,0.0315843085855244,0.238827228450039
"chr10",43007633,43008604,972,"-","287321","Or11l3",-0.37206137644932,0.0165658231463939,0.180593801581058
"chr10",43022996,43034014,11019,"+","303167","Trim58",-0.3207430345428,0.0160984037639508,0.178390687692024
"chr10",43044660,43045643,984,"+","363606","Olr1433",-0.167895212946601,0.177045425475446,0.508835062431463
"chr10",43072884,43073804,921,"+","287322","Or2ak6e",-0.104172752821376,0.618895329944189,0.846804603596737
"chr10",43089865,43090782,918,"-","405053","Or2ak5e",-0.249511076179798,0.0273728854345426,0.222517950266723
"chr10",43117039,43117959,921,"-","287324","Or2ak4",-0.341116081707059,0.0401596404477894,0.262074719494051
"chr10",43148924,43149844,921,"+","287325","Or2ak6c",-0.389943775796877,0.116007993756225,0.424124962493467
"chr10",43199668,43200588,921,"+","287328","Or2ak6",-0.161282235317536,0.0833211137133362,0.366654884205932
"chr10",43212571,43213491,921,"-","287329","Or2ak5d",-0.0377667161718077,0.246231573669194,0.584871264142452
"chr10",43269046,43269960,915,"+","405051","Or2ak5f",-0.0487428239145447,0.0880029438570856,0.375065907358496
"chr10",43289142,43290062,921,"+","287331","Or2ak4e",-0.164979686704035,0.245474362433033,0.584027351309154
"chr10",43310198,43311118,921,"+","405307","Or2ak5b",-0.516632855124591,0.008184950928596,0.133633885151618
"chr10",43354486,43355406,921,"+","287336","Or2ak5",-0.114050122621253,0.0643518171168583,0.324964562718407
"chr10",43373546,43374466,921,"+","405050","Or2ak6b",-0.717304045278682,6.4193393813585e-07,0.00111934020792748
"chr10",43402727,43403644,918,"+","405049","Or2ak4c",-0.483602134973709,0.0138355291751448,0.167576947922541
"chr10",43429140,43430069,930,"+","405306","Olr1451",0.187146387302963,0.466337056320507,0.7612605143011
"chr10",43436818,43437807,990,"+","405048","Or2t44b",-0.0310679762139719,0.9955143728404,0.999085479723172
"chr10",43462775,43463701,927,"+","405047","Or2t45b",0.0205940179772695,0.650028544243609,0.863650390580296
"chr10",43471322,43472314,993,"+","287343","Olr1454",0.210127017431948,0.320255525112392,0.653408931241427
"chr10",43485764,43486693,930,"+","405046","Or2t45",-0.2930798766044,0.0446918837395028,0.274751936065194
"chr10",43503630,43504622,993,"+","405305","Or2t44",-0.358553530326677,0.249880980926494,0.589364894415702
"chr10",43522706,43523632,927,"-","363608","Or5af1b",0.216765661779983,0.106211166914947,0.407772290135549
"chr10",43547447,43548373,927,"+","287347","Or5af1",-0.30120774652447,0.826054325701284,0.94034243868773
"chr10",43562384,43563310,927,"+","405045","Or5af1c",-0.142880159683537,0.965004809239971,0.990082565548354
"chr10",43577794,43578720,927,"+","405044","Or9e1",-0.430725652424261,0.882974154020962,0.962020071899554
"chr10",43595422,43596348,927,"+","287349","Or9e1b",-0.0425856140819522,0.794624490140825,0.927792441331736
"chr10",43656444,43679743,23300,"-","303173","Zfp39",0.0380493023149091,0.288465965560634,0.62717968098264
"chr10",43709493,43715392,5900,"-","360533","Rnf187",-0.159340231535298,0.106524415041984,0.408070252850764
"chr10",43725836,43726465,630,"+","303175","Hist3h2ba",0.152532255513681,0.236232355214114,0.574984428943037
"chr10",43732737,43733484,748,"-","691488","H2bu1",-0.340480366326518,0.199167704103905,0.538432132784463
"chr10",43733702,43735254,1553,"+","64646","H2ac25",0.483025810341397,0.946265491092328,0.98360842731308
